BR,PRODUCT,TYPE,ARGNO,DEALNO,SEQ,GLNO,COSTCENT,CCY,BEIND,CODE,QUAL,EFFDATE,POSTDATE,CMNE,DRCRIND,AMOUNT,SMEANS,SACCT,DESCR,DWH_ENTRY_DATE
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,13/11/2025,13/11/2025,HMGGBLDN  ,CR,1430.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,14/11/2025,14/11/2025,HMGGBLDN  ,CR,4291.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,17/11/2025,17/11/2025,HMGGBLDN  ,CR,1431.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,18/11/2025,18/11/2025,HMGGBLDN  ,CR,1431.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,19/11/2025,19/11/2025,HMGGBLDN  ,CR,1431.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,20/11/2025,20/11/2025,HMGGBLDN  ,CR,1431.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,21/11/2025,21/11/2025,HMGGBLDN  ,CR,4294.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,24/11/2025,24/11/2025,HMGGBLDN  ,CR,1432.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,25/11/2025,25/11/2025,HMGGBLDN  ,CR,1432.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,26/11/2025,26/11/2025,HMGGBLDN  ,CR,1432.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,27/11/2025,27/11/2025,HMGGBLDN  ,CR,1432.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,28/11/2025,28/11/2025,HMGGBLDN  ,CR,4297.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,01/12/2025,01/12/2025,HMGGBLDN  ,CR,1433.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,02/12/2025,02/12/2025,HMGGBLDN  ,CR,1433.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,03/12/2025,03/12/2025,HMGGBLDN  ,CR,1433.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,04/12/2025,04/12/2025,HMGGBLDN  ,CR,1433.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,05/12/2025,05/12/2025,HMGGBLDN  ,CR,4301.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,08/12/2025,08/12/2025,HMGGBLDN  ,CR,1434.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,09/12/2025,09/12/2025,HMGGBLDN  ,CR,1434.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,10/12/2025,10/12/2025,HMGGBLDN  ,CR,1434.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,11/12/2025,11/12/2025,HMGGBLDN  ,CR,1434.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,15/12/2025,15/12/2025,HMGGBLDN  ,CR,1435.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,16/12/2025,16/12/2025,HMGGBLDN  ,CR,1435.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,17/12/2025,17/12/2025,HMGGBLDN  ,CR,1435.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,18/12/2025,18/12/2025,HMGGBLDN  ,CR,1435.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,19/12/2025,19/12/2025,HMGGBLDN  ,CR,4307.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,22/12/2025,22/12/2025,HMGGBLDN  ,CR,1436.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,23/12/2025,23/12/2025,HMGGBLDN  ,CR,1436.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,24/12/2025,24/12/2025,HMGGBLDN  ,CR,7184.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,29/12/2025,29/12/2025,HMGGBLDN  ,CR,1437.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,30/12/2025,30/12/2025,HMGGBLDN  ,CR,1437.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,31/12/2025,31/12/2025,HMGGBLDN  ,CR,1438.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920002,0,44200001B      ,1000000000,GBP,0,2340,+,02/01/2026,02/01/2026,HMGGBLDN  ,CR,5752.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,13/10/2025,13/10/2025,HMGGBLDN  ,DR,1425.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,14/10/2025,14/10/2025,HMGGBLDN  ,DR,1425.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,15/10/2025,15/10/2025,HMGGBLDN  ,DR,1425.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,16/10/2025,16/10/2025,HMGGBLDN  ,DR,1426.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,17/10/2025,17/10/2025,HMGGBLDN  ,DR,4277.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,20/10/2025,20/10/2025,HMGGBLDN  ,DR,1426.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,21/10/2025,21/10/2025,HMGGBLDN  ,DR,1426.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,23/10/2025,23/10/2025,HMGGBLDN  ,DR,1427.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,24/10/2025,24/10/2025,HMGGBLDN  ,DR,4281.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,27/10/2025,27/10/2025,HMGGBLDN  ,DR,1427.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,28/10/2025,28/10/2025,HMGGBLDN  ,DR,1427.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,29/10/2025,29/10/2025,HMGGBLDN  ,DR,1428.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,30/10/2025,30/10/2025,HMGGBLDN  ,DR,1428.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,31/10/2025,31/10/2025,HMGGBLDN  ,DR,1428.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,03/11/2025,03/11/2025,HMGGBLDN  ,DR,4285.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,04/11/2025,04/11/2025,HMGGBLDN  ,DR,1429.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,05/11/2025,05/11/2025,HMGGBLDN  ,DR,1429.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,06/11/2025,06/11/2025,HMGGBLDN  ,DR,1429.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,07/11/2025,07/11/2025,HMGGBLDN  ,DR,4287.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,10/11/2025,10/11/2025,HMGGBLDN  ,DR,1429.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,11/11/2025,11/11/2025,HMGGBLDN  ,DR,1430.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,12/11/2025,12/11/2025,HMGGBLDN  ,DR,1430.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,13/11/2025,13/11/2025,HMGGBLDN  ,DR,1430.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,14/11/2025,14/11/2025,HMGGBLDN  ,DR,4291.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,17/11/2025,17/11/2025,HMGGBLDN  ,DR,1431.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,18/11/2025,18/11/2025,HMGGBLDN  ,DR,1431.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,19/11/2025,19/11/2025,HMGGBLDN  ,DR,1431.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,20/11/2025,20/11/2025,HMGGBLDN  ,DR,1431.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,21/11/2025,21/11/2025,HMGGBLDN  ,DR,4294.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,24/11/2025,24/11/2025,HMGGBLDN  ,DR,1432.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,25/11/2025,25/11/2025,HMGGBLDN  ,DR,1432.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,26/11/2025,26/11/2025,HMGGBLDN  ,DR,1432.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,27/11/2025,27/11/2025,HMGGBLDN  ,DR,1432.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,920002,0,14200001TBB    ,1000000000,GBP,0,2340,+,28/11/2025,28/11/2025,HMGGBLDN  ,DR,4297.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,22/10/2025,22/10/2025,HMGGBLDN  ,CR,1426.00,       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,03/11/2025,03/11/2025,HMGGBLDN  ,CR,533.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,04/11/2025,04/11/2025,HMGGBLDN  ,CR,533.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,05/11/2025,05/11/2025,HMGGBLDN  ,CR,533.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,06/11/2025,06/11/2025,HMGGBLDN  ,CR,533.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,07/11/2025,07/11/2025,HMGGBLDN  ,CR,1599.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,10/11/2025,10/11/2025,HMGGBLDN  ,CR,533.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,11/11/2025,11/11/2025,HMGGBLDN  ,CR,533.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,12/11/2025,12/11/2025,HMGGBLDN  ,CR,533.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,13/11/2025,13/11/2025,HMGGBLDN  ,CR,533.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,14/11/2025,14/11/2025,HMGGBLDN  ,CR,1600.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,17/11/2025,17/11/2025,HMGGBLDN  ,CR,534.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,18/11/2025,18/11/2025,HMGGBLDN  ,CR,534.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,19/11/2025,19/11/2025,HMGGBLDN  ,CR,534.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,20/11/2025,20/11/2025,HMGGBLDN  ,CR,534.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,21/11/2025,21/11/2025,HMGGBLDN  ,CR,1602.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,24/11/2025,24/11/2025,HMGGBLDN  ,CR,534.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,25/11/2025,25/11/2025,HMGGBLDN  ,CR,534.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,26/11/2025,26/11/2025,HMGGBLDN  ,CR,534.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,27/11/2025,27/11/2025,HMGGBLDN  ,CR,534.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,28/11/2025,28/11/2025,HMGGBLDN  ,CR,1603.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,920003,0,44200001B      ,1000000000,GBP,0,2340,+,01/12/2025,01/12/2025,HMGGBLDN  ,CR,534.00,       ,               ,GB00BSGLWL73        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
