BR,PRODUCT,TYPE,ARGNO,DEALNO,SEQ,GLNO,COSTCENT,CCY,BEIND,CODE,QUAL,EFFDATE,POSTDATE,CMNE,DRCRIND,AMOUNT,SMEANS,SACCT,DESCR,DWH_ENTRY_DATE,BR_1,COST,CCY_1,INVTYPE,PORT,SECID,ACCROUTST,ACCROUTSTYST,AMORTNEXTMNTH,PMEDSCINCEXP,PYEDSCINCEXP,TDYDSCINCEXP,YSTDSCINCEXP,AVGCOST,AVGCOSTYST,INTNEXTMONTH,PMEINTINCEXP,PYEINTINCEXP,TDYINTINCEXP,YSTINTINCEXP,INVADYAMT,MKTVAL,MKTVALYST,PRINAMT,PRINAMTYST,PRODUCT_1,PRODTYPE,PURCHAVGCOST,PURCHQTY,QTY,QTYYST,SALEAVGCOST,SALEQTY,SETTAVGCOST,SETTAVGCOSTYST,SETTQTY,SETTQTYYST,UNAMORTAMT,UNAMORTAMTYST,TDYSALEGAIN,YSTSALEGAIN,PMESALEGAIN,PYESALEGAIN,TDYMTM,YSTMTM,PMEMTM,PYEMTM,CLSGPRICE_8,INTPAYAMT,TDYUGLAMT,YSTUGLAMT,PMEUGLAMT,PYEUGLAMT,TDACCROUTST,TDACCROUTSTYST,SETTPURCHINTAMT,SETTPURCHINTAMTYST,TDSETTPURCHINTAMT,TDSETTPURCHINTAMTYST,TDYINFADJAMT,YSTINFADJAMT,PMEINFADJAMT,PYEINFADJAMT,ADJNOMAMT,ADJNOMAMTYST,TDPRINAMT,TDPRINAMTYST,TDUNAMORTAMT,TDUNAMORTAMTYST,TDBOOKVALUE,TDBOOKVALUEYST,TDMARKETVALUE,TDMARKETVALUEYST,ADJTDBOOKVAL,ADJTDBOOKVALYST,ADJTDMTMPYE,ADJTDMTMPME,ADJTDMTM,ADJTDMTMYST,TDRGLADJPYE,TDRGLADJPME,TDRGLADJ,TDRGLADJYST,ADJTDMKTVAL,ADJTDMKTVALYST,DWH_ENTRY_DATE_1
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,28/10/2025 00:00:00.000000,28/10/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,427",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,29/10/2025 00:00:00.000000,29/10/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,428",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,30/10/2025 00:00:00.000000,30/10/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,428",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,31/10/2025 00:00:00.000000,31/10/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,428",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,03/11/2025 00:00:00.000000,03/11/2025 00:00:00.000000,HMGGBLDN  ,CR,"4,285",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,04/11/2025 00:00:00.000000,04/11/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,429",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,05/11/2025 00:00:00.000000,05/11/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,429",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,06/11/2025 00:00:00.000000,06/11/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,429",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,07/11/2025 00:00:00.000000,07/11/2025 00:00:00.000000,HMGGBLDN  ,CR,"4,287",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,10/11/2025 00:00:00.000000,10/11/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,429",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,11/11/2025 00:00:00.000000,11/11/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,430",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,12/11/2025 00:00:00.000000,12/11/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,430",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
01,SECUR ,TB,1  ,0920002 ,0   ,44200001B      ,1000000000,GBP,0,2340,+,13/11/2025 00:00:00.000000,13/11/2025 00:00:00.000000,HMGGBLDN  ,CR,"1,430",       ,               ,GB00BSGLCY07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56:32,01,1000000000,GBP,H,BCAP,GB00BSGLCY07        ,0,0,0,"114,502","114,502","120,254","114,502","-12,879,746","-12,879,746",0,0,0,0,0,0,"-13,000,000","-13,000,000","-13,000,000","-13,000,000",SECUR ,TB,"-12,994,248","13,000,000","13,000,000","13,000,000",0,0,"-13,000,000","-12,994,248","13,000,000","13,000,000",0,"-5,752",0,0,0,0,0,"5,752","5,752","5,752",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000,000","-13,000,000",0,"-5,752","-13,000,000","-12,994,248","-13,000,000","-13,000,000","-13,000,000","-12,994,248","5,752","5,752",0,"5,752",0,0,0,0,"-13,000,000","-13,000,000",01/02/2026 18:57:42
